2256	0.222092
426	0.100358
615	0.016299
2851	0.025023
1145	0.046564
1068	0.01328
1933	0.005273
155	0.00282
1532	0.008528
877	0.016701
1603	0.0106
1064	0.005567
968	0.002685
601	0.007461
3165	0.002733
2334	0.005817
1136	0.002242
2618	0.006249
1461	0.001765
1167	0.00316
331	0.001518
1187	0.004925
758	0.002061
1237	0.007417
2236	0.002202
2085	0.003478
1063	0.002222
1594	0.003007
0	0.00563
1448	0.003698
815	0.001806
3984	0.001185
0	0.004988
421	0.001858
778	0.001958
720	0.001707
124	0.00196
1772	0.001155
2410	0.003038
1743	0.004728
4453	0.002252
1723	0.00177
884	0.006125
495	0.002128
546	0.004077
1297	0.016594
1100	0.001684
159	0.003709
2335	0.013722
269	0.0007
74	0.000968
445	0.00266
1621	0.001011
102	0.001016
1206	0.001701
841	0.001143
402	0.000995
552	0.002024
1048	0.000757
822	0.000964
241	0.002061
2426	0.001595
946	0.001306
1195	0.002272
1238	0.001364
66	0.000908
1017	0.002803
986	0.002476
4465	0.010257
1869	0.003124
1180	0.001092
211	0.001636
1170	0.000663
2362	0.005026
1086	0.000978
51	0.000531
1185	0.003191
93	0.000199
596	0.000804
249	0.000579
601	0.00071
254	0.001714
1471	0.002601
2090	0.00127
2432	0.002412
835	0.000544
917	0.000761
0	0.000833
147	0.000459
250	0.00041
1465	0.002965
1555	0.001952
1873	0.00119
7166	0.008996
204	0.000155
30	0.000311
0	0.002209
0	0.002001
563	0.000851
1292	0.001216
212	0.0005
4582	0.002162
962	0.00184
2209	0.003333
613	0.001292
0	0.000365
1063	0.000783
160	0.001437
1727	0.00239
2783	0.001747
780	0.001909
1067	0.000633
1215	0.003835
3535	0.005631
631	0.002683
1056	0.00161
1320	0.00197
1372	0.002095
413	0.001031
435	0.001155
254	0.000917
0	0.001211
3100	0.001381
800	0.000712
1874	0.001191
3096	0.002122
0	0.000928
331	0.000777
238	0.001172
2629	0.002928
396	0.000674
346	0.000524
7710	0.008542
1940	0.001233
536	0.00122
583	0.000778
1465	0.001314
2279	0.001328
433	0.000419
128	0.000429
469	0.000262
0	0.000222
517	0.00056
236	0.008168
1099	0.000611
1156	0.000815
0	0.001689
123	0.000818
1510	0.001464
88	0.001206
2460	0.001157
296	0.000416
1317	0.000679
766	0.000567
734	0.000846
155	0.000183
1068	0.000684
371	0.0005
547	0.001282
2584	0.001136
574	0.000416
1747	0.000418
2565	0.000448
1367	0.002505
333	0.000114
1641	0.001962
2610	0.001498
225	0.000613
726	0.000424
972	0.001317
596	0.000738
2206	0.001043
141	0.000432
575	0.000428
107	0.000257
501	0.000469
11417	0.000553
568	0.000779
645	0.00168
577	0.001542
0	0.000327
1250	0.001047
944	0.001194
1096	0.000942
1184	0.001445
7614	0.003057
138	0.000161
1284	0.000278
619	0.000648
2927	0.001196
2090	0.001036
2491	0.000882
1539	0.000376
427	0.001035
1749	0.002061
589	0.000324
1765	0.00108
459	0.000235
14872	0.009175
0	0.000354
1476	0.001031
0	0.003698
948	0.00073
810	0.000833
721	0.000738
1262	0.000763
10623	0.000963
1216	0.000565
709	0.0004
572	0.001
576	0.000753
859	0.000755
3309	0.002655
576	0.000493
927	0.001248
154	0.000271
1766	0.002017
319	0.000468
524	0.000403
3373	0.000973
91	0.00046
1014	0.001003
362	0.000236
2210	0.002007
0	0.000635
1127	0.002375
867	0.001062
1998	0.001071
53	0.00024
1161	0.000718
248	0.000468
928	0.000889
916	0.000362
714	0.000789
1372	0.000554
927	0.00056
0	0.00174
606	0.001688
565	0.000391
1777	0.000808
508	0.00089
656	0.00058
6074	0.002145
325	0.000258
758	0.000983
862	0.000879
