1	0.10787
1	0.098511
2915	0.097808
1771	0.098296
1747	0.098452
1788	0.098286
1702	0.099055
3072	0.097353
2829	0.099359
1736	0.099524
1656	0.099336
3053	0.099256
1774	0.097086
1787	0.099412
2779	0.098234
2899	0.097191
2821	0.034192
1684	3.9e-05
2884	2.7e-05
1722	5e-05
1750	3.9e-05
2844	3e-05
1766	4.1e-05
2846	2.9e-05
2798	3e-05
2884	3e-05
1738	4.1e-05
2839	2.9e-05
3183	2.7e-05
2799	2.7e-05
1762	4.1e-05
2726	2.5e-05
2786	3.1e-05
1741	4e-05
1681	3.7e-05
1767	3.9e-05
1752	3.9e-05
2908	3.2e-05
2755	2.8e-05
2864	2.8e-05
1802	4.1e-05
2885	3.1e-05
2840	2.6e-05
1689	3.8e-05
3124	2.8e-05
2994	2.8e-05
2893	2.9e-05
2912	2.7e-05
1728	4.1e-05
2514	2.8e-05
1773	3.8e-05
1729	3.5e-05
1737	3.9e-05
689	2.4e-05
1768	3.7e-05
1752	3.9e-05
2814	2.6e-05
1660	3.7e-05
1750	3.9e-05
2881	3.2e-05
1688	3.8e-05
1715	3.8e-05
1745	4.8e-05
1744	3.4e-05
1741	4.1e-05
1751	3.8e-05
1699	3.9e-05
2771	2.9e-05
1680	3.6e-05
1681	3.8e-05
2937	3.2e-05
1752	4e-05
1778	4e-05
1756	4.1e-05
1794	4.1e-05
2887	2.8e-05
3137	3.2e-05
2836	3e-05
2843	2.2e-05
2184	3.5e-05
1646	4.1e-05
2795	2.8e-05
2740	2.8e-05
2888	2.9e-05
1754	3.8e-05
1786	4.1e-05
2808	2.9e-05
1626	4e-05
2850	2.9e-05
2913	2.9e-05
2791	3e-05
1731	3.6e-05
1773	3.9e-05
2894	2.5e-05
1762	4.1e-05
1723	4.2e-05
2856	3.2e-05
1767	3.6e-05
2837	2.8e-05
1686	3.9e-05
1755	4.3e-05
1764	3.6e-05
1739	4.1e-05
1743	4e-05
1792	4.2e-05
3002	3.2e-05
2971	2.8e-05
