1	0.144153
1	0.136619
2720	0.119143
2951	0.10604
2874	0.105043
2918	0.148401
2817	0.110601
2881	0.104941
2852	0.143679
2924	0.113282
2809	0.116325
2867	0.096704
2974	0.096753
2865	0.097122
2795	0.099529
2936	0.100024
2877	0.010762
2823	3e-05
2921	2.8e-05
2877	3.4e-05
2950	3.2e-05
2898	2.8e-05
2841	3e-05
2915	3.1e-05
2833	3.2e-05
2947	3e-05
2888	3.2e-05
2866	2.8e-05
2993	2.9e-05
2820	2.7e-05
2887	3.1e-05
2807	2.5e-05
2848	3.1e-05
2937	3.1e-05
2837	2.7e-05
2866	3e-05
2884	2.8e-05
2943	3.1e-05
2807	2.9e-05
2868	2.9e-05
2945	3e-05
2910	3e-05
2889	2.6e-05
2875	2.8e-05
2925	3e-05
2807	2.9e-05
2914	3e-05
2939	2.6e-05
2920	3.1e-05
2853	2.5e-05
2911	2.7e-05
2884	2.6e-05
2870	2.9e-05
1149	1.6e-05
2957	2.9e-05
2896	3e-05
2838	2.5e-05
2839	2.8e-05
2902	2.9e-05
2923	3e-05
2856	2.8e-05
2826	2.8e-05
2908	4.5e-05
2922	2.5e-05
2851	3.1e-05
2847	2.8e-05
2876	2.9e-05
2824	2.7e-05
2834	2.8e-05
2868	2.6e-05
2981	3.1e-05
2919	2.9e-05
2882	3e-05
2882	3e-05
2935	3.1e-05
2925	2.9e-05
2937	3.1e-05
2904	2.9e-05
2934	2.3e-05
2840	2.7e-05
2786	3.1e-05
2820	2.8e-05
2786	2.9e-05
2925	3e-05
2900	2.8e-05
2936	3.2e-05
2848	2.7e-05
2731	3e-05
2899	2.8e-05
2919	2.8e-05
2795	3e-05
2852	2.6e-05
2920	3e-05
2900	2.7e-05
2922	3e-05
2919	3.1e-05
2901	3.1e-05
2902	2.5e-05
2887	2.8e-05
2868	2.8e-05
2905	2.9e-05
2948	2.6e-05
2940	3.1e-05
2853	3.1e-05
2937	3.1e-05
2958	2.9e-05
2986	2.7e-05
2875	2.5e-05
2900	2.7e-05
2815	2.8e-05
2827	2.5e-05
2898	2.7e-05
2799	2.7e-05
2938	2.7e-05
2870	3.1e-05
2855	2.9e-05
2889	3e-05
2806	2.9e-05
2864	3e-05
2842	3e-05
2835	3.1e-05
2815	3.5e-05
2854	2.8e-05
2950	2.7e-05
2862	2.9e-05
2968	2.7e-05
1780	2.2e-05
2880	2.7e-05
2836	2.9e-05
2802	2.6e-05
2814	2.8e-05
2858	2.8e-05
2876	2.8e-05
2957	2.8e-05
2866	2.8e-05
2871	2.8e-05
2837	2.4e-05
2911	2.8e-05
2942	3e-05
2822	2.7e-05
2854	2.5e-05
2853	2.8e-05
3013	2.9e-05
2890	2.8e-05
2850	2.4e-05
2771	2.6e-05
2867	2.7e-05
2906	2.6e-05
2907	2.8e-05
2675	2.8e-05
2885	2.8e-05
2812	2.8e-05
2833	2.7e-05
2841	2.9e-05
2818	2.9e-05
2798	3.9e-05
2864	2.9e-05
2918	2.8e-05
2786	2.9e-05
2855	2.9e-05
2900	3.1e-05
2924	2.7e-05
2837	2.6e-05
2839	2.9e-05
2978	2.7e-05
2824	2.9e-05
2920	2.7e-05
2833	2.6e-05
2898	2.5e-05
2862	2.9e-05
2884	2.7e-05
2881	3e-05
2829	2.7e-05
2835	3e-05
2898	2.7e-05
2847	3.1e-05
2958	2.7e-05
2792	2.5e-05
2907	3e-05
2939	2.8e-05
2848	2.9e-05
2902	2.6e-05
2853	2.8e-05
2832	2.6e-05
2875	2.8e-05
2826	2.8e-05
2941	2.7e-05
2967	3e-05
2837	2.6e-05
2909	2.8e-05
2941	2.8e-05
2889	2.6e-05
2853	2.8e-05
2925	3.3e-05
2909	2.6e-05
2870	3.1e-05
2766	2.8e-05
2962	2.5e-05
2944	2.4e-05
2935	2.7e-05
2878	3e-05
2780	2.5e-05
2766	2.6e-05
2870	2.8e-05
2917	3e-05
2923	2.9e-05
2830	2.4e-05
2854	2.8e-05
2874	2.6e-05
2889	2.8e-05
2924	2.6e-05
2885	2.6e-05
2868	2.8e-05
2900	2.9e-05
2867	3e-05
2863	3e-05
2878	3e-05
2907	2.8e-05
2944	2.6e-05
2843	2.8e-05
2867	2.9e-05
2851	2.7e-05
2996	2.8e-05
2839	2.9e-05
2873	2.9e-05
2877	2.5e-05
2936	2.9e-05
2866	3e-05
2838	3e-05
2922	3e-05
2919	3.4e-05
2875	2.5e-05
2839	2.4e-05
2891	2.9e-05
2909	2.7e-05
2840	2.8e-05
2987	2.8e-05
2917	3.1e-05
2846	2.7e-05
2870	2.9e-05
2920	2.8e-05
2992	3.1e-05
2796	2.8e-05
2963	3e-05
2988	2.8e-05
